,id,sentence,subject_entity,object_entity,label
958,1008,나무개미는 먹이가 있는 곳까지 땅 위나 나무 위에 페로몬이라는 화학 물질로 길을 표시한다.,"{'word': '나무개미', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '페로몬', 'start_idx': 28, 'end_idx': 30, 'type': 'PHY'}",곤충:특성
617,630,"식용으로 구워먹기도 하고, 물방개 경주를 시키며 놀기도 했다.","{'word': '물방개', 'start_idx': 15, 'end_idx': 17, 'type': 'INS'}","{'word': '경주', 'start_idx': 19, 'end_idx': 20, 'type': 'POH'}",관계없음
141,144,"그 중 50종이 인간의 생활 장소에 적응하여 집 근처에서 서식하는데, 번식력과 환경에 대한 적응력이 강해서 대표적인 위생해충으로 지목되고 있으며, 잔날개바퀴, 독일바퀴, 미국바퀴, 호주바퀴 등이 이에 해당된다. 하지만 바퀴류 중 해를 끼치는 것은 1% 미만이다.","{'word': '호주바퀴', 'start_idx': 101, 'end_idx': 104, 'type': 'INS'}","{'word': '위생해충', 'start_idx': 65, 'end_idx': 68, 'type': 'NOP'}",곤충:특성
1084,1135,"메뚜기목()은 메뚜기, 여치, 귀뚜라미 등이 속하는 곤충의 분류이다.","{'word': '메뚜기목', 'start_idx': 0, 'end_idx': 3, 'type': 'CLS'}","{'word': '귀뚜라미', 'start_idx': 17, 'end_idx': 20, 'type': 'INS'}",생물분류:하위분류
236,239,"약 4,000종의 바퀴류 중 사람에게 직접적, 간접적 해를 끼치는 것은 20종 이하이다.","{'word': '바퀴류', 'start_idx': 10, 'end_idx': 12, 'type': ‘CLS'}","{'word': '사람', 'start_idx': 16, 'end_idx': 17, 'type': 'NOI'}",관계없음
219,222,"모기의 천적으로는 성충을 잡아먹는 박쥐, 파리매, 잠자리, 사마귀, 거미가 있고, 유충을 잡아먹는 물방개의 애벌레, 미꾸라지, 물장군의 애벌레, 잠자리의 애벌레, 가물치, 메기, 잉어 등 수중 생물이 있다.","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '물방개의 애벌레', 'start_idx': 55, 'end_idx': 62, 'type': 'INS'}",곤충:천적
618,633,"풀숲에서 '찌르르'소리를 내며 운다. 천적으로는 거미, 사마귀, 새, 개구리 등이 있다.","{'word': '사마귀', 'start_idx': 31, 'end_idx': 33, 'type': 'INS'}","{'word': '새', 'start_idx': 36, 'end_idx': 36, 'type': 'NOI'}",관계없음
162,165,소금쟁이의 다리의 역할은 각각 다르다.,"{'word': '소금쟁이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '다리', 'start_idx': 6, 'end_idx': 7, 'type': 'PHY'}",곤충:특성
286,289,"감비아학질모기(""Anopheles gambiae"")는 현재 M(몹티)와 S(사바나) 분자 형태로 종분화가 진행 중이며, M 형태에 듣는 농약이 S 형태에는 듣지 않는다.","{'word': '감비아학질모기', 'start_idx': 0, 'end_idx': 6, 'type': 'INS'}","{'word': 'S(사바나)', 'start_idx': 40, 'end_idx': 45, 'type': 'POH'}",곤충:특성
773,819,"하루살이의 유충의 기본 구조는 발달한 날개가 없으며, 대신 날개싹과 수중 생활을 위한 아가미가 있다. 3개의 홑눈과 한 쌍의 겹눈이 있고, 다리도 3쌍이 있으며, 복각(배다리, 腹脚) 등은 없다.","{'word': '하루살이의 유충', 'start_idx': 0, 'end_idx': 7, 'type': 'INS'}","{'word': '아가미', 'start_idx': 48, 'end_idx': 50, 'type': 'PHY'}",곤충:특성
887,936,개미의 후절부에는 생식과 호흡과 배설을 담당하는 중요한 내부 기관들이 있다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '호흡', 'start_idx': 14, 'end_idx': 15, 'type': 'POH'}",곤충:특성
1043,1094,"개미는 생활 방식에 따라 군대 개미, 노예사냥개미, 수확개미, 목축개미, 꿀개미, 균류개미, 황소개미, 식물개미, 나무개미 아홉 무리로 나뉠 수 있다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '목축개미', 'start_idx': 35, 'end_idx': 38, 'type': 'INS'}",곤충:하위분류
29,30,나방은 유충기의 말기에서 번데기의 중기까지 호르몬 분비를 멈추게 하여 용화(蛹化)·우화(羽化)가 일어난다.,"{'word': '나방', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '우화', 'start_idx': 46, 'end_idx': 47, 'type': 'PHY'}",곤충:특성
78,79,평지의 늪지대에서 발생하고 고추잠자리 성충은 4-10월에 못·논·늪·밭·풀밭 등에서 날고 있는 것을 볼 수 있다,"{'word': '고추잠자리 성충', 'start_idx': 15, 'end_idx': 22, 'type': 'INS'}","{'word': '풀밭', 'start_idx': 40, 'end_idx': 41, 'type': 'LOC'}",곤충:서식지
1065,1116,세계 각지에서는 개미와 개미의 애벌레를 먹는다.,"{'word': '개미', 'start_idx': 9, 'end_idx': 10, 'type': 'INS'}","{'word': '개미의 애벌레', 'start_idx': 13, 'end_idx': 19, 'type': 'INS'}",관계없음
901,950,군대개미는 주로 다른 곤충과 거미를 잡아먹고 산다.,"{'word': '군대개미', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '거미', 'start_idx': 16, 'end_idx': 17, 'type': 'INS'}",곤충:먹이
184,187,하루살이처럼 날개가 성장한 후 탈피하는 곤충은 찾아보기 힘들다.,"{'word': '하루살이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '탈피', 'start_idx': 17, 'end_idx': 18, 'type': 'PHY'}",곤충:특성
1104,1156,"노린재목은 노린재, 장구애비, 매미 등이 속하는 곤충강의 한 목이다.","{'word': '곤충강', 'start_idx': 27, 'end_idx': 29, 'type': 'CLS'}","{'word': '노린재목', 'start_idx': 0, 'end_idx': 3, 'type': 'CLS'}",생물분류:하위분류
239,242,"하지만 이런 경우는 일반 집모기, 숲모기가 질병을 전파하는 것이 아니라 일본뇌염모기, 얼룩날개모기 등이 질병을 전파하는 것이다.","{'word': '일본뇌염모기', 'start_idx': 40, 'end_idx': 45, 'type': 'INS'}","{'word': '질병', 'start_idx': 58, 'end_idx': 59, 'type': 'POH'}",곤충:특성
1125,1178,"고추잠자리(""Crocothemis servilia"")는 동아시아·동남아시아·플로리다 반도·하와이 등에 분포하는 잠자리의 한 종이다.","{'word': '고추잠자리', 'start_idx': 0, 'end_idx': 4, 'type': 'INS'}","{'word': '플로리다 반도', 'start_idx': 42, 'end_idx': 48, 'type': 'LOC'}",곤충:서식지
1224,1280,"짝짓기후 얼마 안 가 죽고, 천적으로는 거미, 때까치, 직박구리, 동족, 인간등이 있으며, 물에 빠져서 소금쟁이들에게 잡아먹히기도 한다.","{'word': '소금쟁이', 'start_idx': 58, 'end_idx': 61, 'type': 'INS'}","{'word': '인간', 'start_idx': 41, 'end_idx': 42, 'type': 'NOI'}",관계없음
1035,1086,개미는 팔꿈치(L자) 모양으로 생긴 더듬이와 후늑막분비선(metapleural gland)들과 마치 매듭을 지은 듯한 배자루마디가 두 번째 배 부분에서의 강한 긴축을 지니고 있다는 점에서 다른 곤충과 뚜렷하게 다른 모습을 보인다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '배자루마디', 'start_idx': 66, 'end_idx': 70, 'type': 'PHY'}",곤충:특성
469,473,소리는 자기 군체 개미나 다른 종과 소통하기 위해 쓰이는 것으로 추정된다.,"{'word': '개미', 'start_idx': 10, 'end_idx': 11, 'type': 'INS'}","{'word': '소통', 'start_idx': 20, 'end_idx': 21, 'type': 'NOP'}",곤충:특성
674,703,"나비는 주로 꽃의 꿀을 먹으면서 식물의 수정을 돕지만, 왕오색나비, 줄나비, 바둑돌부전나비 등의 일부 나비들은 조릿대에 기생하는 납작진딧물의 분비물, 나무나 과일의 즙을 먹는다.","{'word': '나비', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '꽃의 꿀', 'start_idx': 7, 'end_idx': 10, 'type': 'NOI'}",곤충:먹이
1135,1189,"사마귀(""Tenodera angustipennis"")는 사마귀과의 곤충으로, 한국, 중국, 일본과 주위 아시아 본토 지역에 널리 분포한다.","{'word': '사마귀', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}","{'word': '중국', 'start_idx': 47, 'end_idx': 48, 'type': 'LOC'}",곤충:서식지
788,837,벼룩의 유충은 작은 구더기처럼 생겼으며 성충이 되면 숙주를 찾는다.,"{'word': '벼룩의 유충', 'start_idx': 0, 'end_idx': 5, 'type': 'INS'}","{'word': '숙주', 'start_idx': 29, 'end_idx': 30, 'type': 'POH'}",관계없음
748,794,"귀뚜라미붙이목 내지 귀뚜라미붙이아목은 몸이 가늘고 길며, 날개가 없다.","{'word': '귀뚜라미붙이목', 'start_idx': 0, 'end_idx': 6, 'type': 'CLS'}","{'word': '몸', 'start_idx': 21, 'end_idx': 21, 'type': 'PHY'}",생물분류:특징
1096,1148,"이런 것은 '곤충 캐비아'의 한 형태로, 계절 음식인데다 찾기 힘들어 미국 달러로 1파운드당 40$(kg당 90$)로 팔리기도 한다.","{'word': '곤충', 'start_idx': 7, 'end_idx': 8, 'type': 'CLS'}","{'word': '계절 음식', 'start_idx': 23, 'end_idx': 27, 'type': 'POH'}",관계없음
904,953,어떤 개미종은 생물적 방제에 이용되기도 한다.,"{'word': '개미종', 'start_idx': 3, 'end_idx': 5, 'type': 'INS'}","{'word': '방제', 'start_idx': 12, 'end_idx': 13, 'type': 'POH'}",곤충:특성
493,497,"베짜기개미(""Oecophylla""종) 일개미는 잎사귀를 이어 나무에 개미집을 짓는다.","{'word': '""Oecophylla""종', 'start_idx': 6, 'end_idx': 18, 'type': 'CLS'}","{'word': '베짜기개미', 'start_idx': 0, 'end_idx': 4, 'type': 'INS'}",생물분류:하위분류
701,732,"겨울에 나무둘레에 볏짚을 두른 모습을 볼 수 있는데, 나무를 해치는 나방 애벌레가 겨울을 나기 위해 볏짚에 모이기 때문이다.","{'word': '나방 애벌레', 'start_idx': 38, 'end_idx': 43, 'type': 'INS'}","{'word': '나무', 'start_idx': 30, 'end_idx': 31, 'type': 'NOI'}",관계없음
898,947,1836년 할리데이(Alexander Henry Haliday)가 생물 목으로 승격하면서 총채벌레목(Thysanoptera)라는 이름을 붙였다.,"{'word': '총채벌레목', 'start_idx': 50, 'end_idx': 54, 'type': 'CLS'}","{'word': '1836년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",관계없음
1016,1067,"개미는 그 턱을 이용하여 음식을 옮기거나 물체를 움직이게 하고, 또 적에게서 자신을 방어한다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '방어', 'start_idx': 47, 'end_idx': 48, 'type': 'NOP'}",곤충:특성
974,1024,개미는 제3기 초의 적응방산이후 우세종이 되었다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '우세종', 'start_idx': 18, 'end_idx': 20, 'type': 'POH'}",곤충:특성
297,300,"한국에는 바퀴, 집바퀴, 이질바퀴, 먹바퀴 4종을 위생해충으로 보고 있다.","{'word': '이질바퀴', 'start_idx': 14, 'end_idx': 17, 'type': 'INS'}","{'word': '위생해충', 'start_idx': 28, 'end_idx': 31, 'type': 'NOP'}",곤충:특성
650,673,"다만 이 명칭은 Grylloblattodea를 귀뚜라미붙이목으로 부르는 만큼 Notoptera에 적합하면서 두 아목의 명칭과 혼동되지 않도록 겹치지 않는 명칭이 제시되어야 하며, 그런 의미에서 두 아목이 모두 날개가 없다는 특징을 근거로 하여 무시귀뚜라미붙이목으로 명명한 바 있다(Kim et al., 2018).","{'word': '무시귀뚜라미붙이목', 'start_idx': 136, 'end_idx': 144, 'type': 'CLS'}","{'word': '날개', 'start_idx': 117, 'end_idx': 118, 'type': 'PHY'}",관계없음
689,719,"호랑나비의 천적으로는 호랑나비 애벌레에 기생하여 번식하는 기생벌(배추벌레금좀벌, 맵시벌)이 있다.","{'word': '호랑나비 애벌레', 'start_idx': 12, 'end_idx': 19, 'type': 'INS'}","{'word': '맵시벌', 'start_idx': 45, 'end_idx': 47, 'type': 'INS'}",곤충:천적
197,200,"하루살이는 유속 및 수질, 하층 수질의 차이에 따라 서식하는 종이 다르기 때문에, 하천의 지표 생물로 많이 이용된다.","{'word': '하루살이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '하층 수질', 'start_idx': 15, 'end_idx': 19, 'type': 'POH'}",관계없음
533,537,"열대지역의 말벌 미스코키타루스 드레우세니(""Mischocyttarus drewseni"")는 개미가 싫어하는 화학물질로 둥지의 꽃자루(pedicel)를 덮는다.","{'word': '미스코키타루스 드레우세니', 'start_idx': 9, 'end_idx': 21, 'type': 'INS'}","{'word': '열대지역', 'start_idx': 0, 'end_idx': 3, 'type': 'LOC'}",곤충:서식지
532,536,"열대지역의 말벌 미스코키타루스 드레우세니(""Mischocyttarus drewseni"")는 개미가 싫어하는 화학물질로 둥지의 꽃자루(pedicel)를 덮는다.","{'word': '미스코키타루스 드레우세니', 'start_idx': 9, 'end_idx': 21, 'type': 'INS'}","{'word': '꽃자루', 'start_idx': 70, 'end_idx': 72, 'type': 'POH'}",관계없음
591,599,"노동귀뚜라미붙이의 속명은 아메리카의 귀뚜라미붙이의 속인 ""Grylloblatta""로 명명되어 있는데 이는 등록자의 실수로 추정된다.","{'word': '귀뚜라미붙이', 'start_idx': 20, 'end_idx': 25, 'type': 'INS'}","{'word': '아메리카', 'start_idx': 14, 'end_idx': 17, 'type': 'LOC'}",곤충:서식지
420,424,개미 편광 감지기는 빛 스펙트럼에서 자외선 부분에 민감하다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '자외선', 'start_idx': 20, 'end_idx': 22, 'type': 'POH'}",관계없음
173,176,또한 곤충학자들에 의하면 바퀴벌레는 먹이를 필요 이상으로 최대한 먹은 후 자신들의 일족들이 모여 있는 곳에서 다시 토해내며 이를 다른 바퀴벌레들이 먹는다.,"{'word': '바퀴벌레', 'start_idx': 14, 'end_idx': 17, 'type': 'INS'}","{'word': '곤충학자', 'start_idx': 3, 'end_idx': 6, 'type': 'POH'}",관계없음
1042,1093,"개미는 생활 방식에 따라 군대 개미, 노예사냥개미, 수확개미, 목축개미, 꿀개미, 균류개미, 황소개미, 식물개미, 나무개미 아홉 무리로 나뉠 수 있다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '수확개미', 'start_idx': 29, 'end_idx': 32, 'type': 'INS'}",곤충:하위분류
345,348,의태의 형태로 보이는 수렴진화는 대벌레의 알에서도 나타난다.,"{'word': '대벌레', 'start_idx': 18, 'end_idx': 20, 'type': 'INS'}","{'word': '수렴진화', 'start_idx': 12, 'end_idx': 15, 'type': 'PHY'}",곤충:특성
997,1047,베짱이는 메뚜기목 여치과의 육식성 곤충이다.,"{'word': '메뚜기목', 'start_idx': 5, 'end_idx': 8, 'type': 'CLS'}","{'word': '베짱이', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}",생물분류:하위분류
482,486,"남아메리카의 덴드로바테스속(""Dendrobates"")의 독화살개구리(poison dart frog)는 주로 개미를 잡아먹는데, 독화살개구리 피부의 독소는 개미에서 나오는 것일 수도 있다.","{'word': '덴드로바테스속', 'start_idx': 7, 'end_idx': 13, 'type': 'CLS'}","{'word': '독화살개구리', 'start_idx': 31, 'end_idx': 36, 'type': 'NOI'}",생물분류:하위분류
113,116,하루살이는 불완전 변태이며 번데기가 되지 않는다.,"{'word': '하루살이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '번데기', 'start_idx': 15, 'end_idx': 17, 'type': 'POH'}",관계없음
48,49,"잠자리는 잠자리목(Odonata)에 속하는 곤충의 총칭으로, 잠자리 유충은 수채(水蠆)라 부른다.","{'word': '잠자리 유충', 'start_idx': 34, 'end_idx': 39, 'type': 'INS'}","{'word': '수채', 'start_idx': 42, 'end_idx': 43, 'type': 'INS'}",곤충:별칭
116,119,"그러나 종종 대량 발생하여 시야를 가리거나, 불편함을 주거나, 길거리에 쌓여 자동차 운행에 방해가 되기도 한다. 2013년 5월 말 ~ 6월 초 압구정동 인근에서 대량의 동양하루살이가 불빛에 몰려들어 행인들의 불편을 초래하기도 했다.","{'word': '동양하루살이', 'start_idx': 95, 'end_idx': 100, 'type': 'INS'}","{'word': '압구정동', 'start_idx': 81, 'end_idx': 84, 'type': 'LOC'}",관계없음
1151,1205,"전세계적으로 해충으로 분류되는 개미로는 도로개미(""Tetramorium caespitum"". 주름개미속의 일종) 노랑미친개미(""Anoplolepis gracilipes""), 설탕개미(""Camponotus consobrinus"". 왕개미의 일종), 애집개미(""Monomorium pharaonis""), 목수개미, 아르헨티나 개미(""Linepithema humile""), 코코넛개미(""Tapinoma sessile""), 붉은불개미(""Solenopsis invicta"". 열마디개미의 일종), 유럽불개미(""Myrmica rubra"". 이름과는 달리 뿔개미의 일종)가 있다.","{'word': '주름개미속', 'start_idx': 52, 'end_idx': 56, 'type': 'CLS'}","{'word': '도로개미', 'start_idx': 22, 'end_idx': 25, 'type': 'INS'}",생물분류:하위분류
545,549,어떤 나무는 개미의 먹이가 되는 당액분비선(extrafloral nectaries)이 있어서 덕분에 초식 곤충의 공격으로부터 보호를 받는다.,"{'word': '개미', 'start_idx': 7, 'end_idx': 8, 'type': 'INS'}","{'word': '초식 곤충', 'start_idx': 56, 'end_idx': 60, 'type': 'CLS'}",관계없음
361,364,"구세계대륙의 검정파리과(Calliphoridae)의 벵글리아속(""Benglia"") 파리는 개미를 잡아 먹으며, 성충 개미의 턱에 알을 낳는 절취기생생물(kleptoparasite)이다.","{'word': '파리', 'start_idx': 46, 'end_idx': 47, 'type': 'INS'}","{'word': '성충 개미', 'start_idx': 62, 'end_idx': 66, 'type': 'INS'}",곤충:공생
1230,1286,균시아목의 실잠자리는 앞 뒤 날개의 모양이 같고 앉아 있을 때 날개를 접거나 반쯤 펼쳐서 쉽게 구분이 된다.,"{'word': '균시아목', 'start_idx': 0, 'end_idx': 3, 'type': 'CLS'}","{'word': '실잠자리', 'start_idx': 6, 'end_idx': 9, 'type': 'INS'}",생물분류:하위분류
